raw_sequence,sequence,y_true,confidence
"so let me get this straight.

Because 20% of the Canadian Conservatives don't agree with gay marriage it is okay to bring in a group of people who would be 100% against gay marriage and gays and feel that it is their moral duty to take action against it?

There are basically no Canadians (Liberal, Conservative, NDP, or Green or PQ) that think that women are second class life forms and should be subjugated to the will of their male betters.  

There is a significant number of the would be immigrants that have as their basic belief system the rights of male dominance.

Is the plan to adapt Canadian Society to this belief system or ghettoize them within Canadian society.

I   would like the to understand the plan.

I believe that the default plan is integration to Canadian society that has been successful with wave after wave of immigrants.

Has there every been a wave of immigrants that have had such a contrary basic belief system?",2061 2292 2033 2131 2023 3442 1012 2138 2322 1003 1997 1996 3010 11992 2123 1005 1056 5993 2007 5637 3510 2009 2003 3100 2000 3288 1999 1037 2177 1997 2111 2040 2052 2022 2531 1003 2114 5637 3510 1998 5637 2015 1998 2514 2008 2009 2003 2037 7191 4611 2000 2202 2895 2114 2009 1029 2045 2024 10468 2053 16485 1006 4314 1010 4603 1010 21915 1010 2030 2665 2030 1052 4160 1007 2008 2228 2008 2308 2024 2117 2465 2166 3596 1998 2323 2022 4942 9103 11644 2000 1996 2097 1997 2037 3287 2488 2015 1012 2045 2003 1037 3278 2193 1997 1996 2052 2022 7489 2008 2031 2004 2037 3937 6772 2291 1996 2916 1997 3287 13811 1012 2003 1996 2933 2000 15581,0,0.2641465663909912
"Must be all that plastic chemicals in the water, food, environment. Even the fishes and animals are going gay. They can even make themselves pregnant without a mate.",2442 2022 2035 2008 6081 12141 1999 1996 2300 1010 2833 1010 4044 1012 2130 1996 21995 1998 4176 2024 2183 5637 1012 2027 2064 2130 2191 3209 6875 2302 1037 6775 1012,0,0.698178768157959
"The Catholic Church does not reject those who identify as homosexual. The Church condemns the sin, not the sinner as the Church recognises that we are all sinners. It would not be showing love to those with a strong temptation to steal or to commit violence against persons, if the Church affirmed such people in their sins. In fact it would be a grievous dereliction of its duty and a grave injustice if the Church were to do so. In such cases it is actually really loving to explain to people how and why their conduct is offensive to God and to show them that with God's grace it is possible to live a life in accordance with the commandments and thus pleasing to God.

We are all called to obey the commandments. All. They are meant for our happiness after all. It would certainly NOT be showing love to those who identify as homosexual to affirm their sexual behaviour as in the guise of a false 'mercy' one would in fact be consigning them to pain and misery now and possibly for eternity.",1996 3234 2277 2515 2025 15454 2216 2040 6709 2004 15667 1012 1996 2277 28887 2015 1996 8254 1010 2025 1996 26403 2121 2004 1996 2277 17614 2015 2008 2057 2024 2035 26403 2545 1012 2009 2052 2025 2022 4760 2293 2000 2216 2007 1037 2844 17232 2000 8954 2030 2000 10797 4808 2114 5381 1010 2065 1996 2277 19768 2107 2111 1999 2037 15516 1012 1999 2755 2009 2052 2022 1037 24665 2666 6767 2271 28839 3258 1997 2049 4611 1998 1037 6542 21321 2065 1996 2277 2020 2000 2079 2061 1012 1999 2107 3572 2009 2003 2941 2428 8295 2000 4863 2000 2111 2129 1998 2339 2037 6204 2003 5805 2000 2643 1998 2000 2265 2068 2008 2007 2643 1005 1055 4519 2009 2003,0,0.5070403218269348
"There is no logical argument for outing gay teenagers and there is no logical argument for withholding factual information related to sexual health and wellness. 
The UCP are revealing themselves as a group of anti-science dinosaurs hiding behind out dated religious concepts.",2045 2003 2053 11177 6685 2005 26256 5637 12908 1998 2045 2003 2053 11177 6685 2005 2007 23410 25854 2592 3141 2000 4424 2740 1998 25860 1012 1996 15384 2361 2024 8669 3209 2004 1037 2177 1997 3424 1011 2671 18148 6318 2369 2041 6052 3412 8474 1012,0,0.5127825736999512
Oh dear! Poor James Bond. He kills for pleasure and had gone interracial. Now must he abstain for all matters of a sexual nature including sexually suggestive language? No more knee touching or massaging. This could ruin his manhood and ratings. Expect to see a more polite Bond with a newfound gay streak. Forgets about women.,2821 6203 999 3532 2508 5416 1012 2002 8563 2005 5165 1998 2018 2908 6970 22648 4818 1012 2085 2442 2002 14689 18249 2005 2035 5609 1997 1037 4424 3267 2164 12581 6592 3512 2653 1029 2053 2062 6181 7244 2030 3742 16594 1012 2023 2071 10083 2010 2158 9021 1998 8599 1012 5987 2000 2156 1037 2062 13205 5416 2007 1037 27608 5637 9039 1012 5293 2015 2055 2308 1012,1,0.7337048053741455
"The Supreme Court can not ""resolve"" anything in a manner which contradicts the Divine or natural law. My point is that I do not recall the Bishops, en masse, demonstrating against the legalization of homosexual marriage.",1996 4259 2457 2064 2025 1000 10663 1000 2505 1999 1037 5450 2029 24528 29201 2015 1996 7746 2030 3019 2375 1012 2026 2391 2003 2008 1045 2079 2025 9131 1996 8414 1010 4372 3742 2063 1010 14313 2114 1996 3423 3989 1997 15667 3510 1012,0,0.18238933384418488
"The statistics: 50.9% were between the ages of 11 and 14, with 27.3% being aged to 15 17 years. That's 78% either on the cusp of puberty or pubescent. Male victims tended to be older than female victims. 16% were 8-10 years of age and nearly 6% were under age 7 years. 

These facts speak for themselves. We're looking at prepubescent and pubescent boys being victims of homosexual assaults.",1996 6747 1024 2753 1012 1023 1003 2020 2090 1996 5535 1997 2340 1998 2403 1010 2007 2676 1012 1017 1003 2108 4793 2000 2321 2459 2086 1012 2008 1005 1055 6275 1003 2593 2006 1996 12731 13102 1997 9047 15010 2030 9047 2229 13013 1012 3287 5694 11121 2000 2022 3080 2084 2931 5694 1012 2385 1003 2020 1022 1011 2184 2086 1997 2287 1998 3053 1020 1003 2020 2104 2287 1021 2086 1012 2122 8866 3713 2005 3209 1012 2057 1005 2128 2559 2012 17463 12083 2229 13013 1998 9047 2229 13013 3337 2108 5694 1997 15667 22664 1012,1,0.6623043417930603
"Rights decisions are not made by the majority.  They are made when individuals are aggrieved by the majority.  You are trying to have it both ways.  Anti-segregation laws included miscegenation, which Loving v. Virginia overturned and which case was the foundation stone for Perry.  It only took a century to overwhelm the bigoted majority.  It has been done so thoroughly that, unlike race (where reactionary cops still mess with and sometimes slaughter black people), gay rights will mostly stand (and not even cake bakers can stop them),",2916 6567 2024 2025 2081 2011 1996 3484 1012 2027 2024 2081 2043 3633 2024 12943 16523 2666 7178 2011 1996 3484 1012 2017 2024 2667 2000 2031 2009 2119 3971 1012 3424 1011 18771 4277 2443 28616 3401 6914 3370 1010 2029 8295 1058 1012 3448 17068 1998 2029 2553 2001 1996 3192 2962 2005 6890 1012 2009 2069 2165 1037 2301 2000 2058 2860 24546 1996 2502 27428 3484 1012 2009 2038 2042 2589 2061 12246 2008 1010 4406 2679 1006 2073 4668 5649 10558 2145 6752 2007 1998 2823 14574 2304 2111 1007 1010 5637 2916 2097 3262 3233 1006 1998 2025 2130 9850 6243 2015 2064 2644 2068 1007 1010,0,0.27607837319374084
"The accused youth likely has some serious mental health issues that apparently have gotten him in trouble before.  The fact that he is homeless is not in and of itself a cause of murderous behavior nor is his skin color.  

The term ""bum"" is insulting to the homeless population which includes women fleeing abusive partner relationships; children and youth escaping mental and physical abuse, including sexual abuse, from family members; veterans who returned from U.S. war-making with PTSD; male and female elders whose Social Security benefits cannot keep up with rising rents; families with children who experience unemployment or extraordinary medical expanses and cannot pay their rents or mortgages; felons who have paid their debt to society but are now rejected by employers and landlords; people with mental or physical disabilities; gay and trans youth who have been thrown out of their homes by their parents;  and folks who have become locked into addictions to drugs including alcohol.",1996 5496 3360 3497 2038 2070 3809 5177 2740 3314 2008 4593 2031 5407 2032 1999 4390 2077 1012 1996 2755 2008 2002 2003 11573 2003 2025 1999 1998 1997 2993 1037 3426 1997 25303 5248 4496 2003 2010 3096 3609 1012 1996 2744 1000 26352 1000 2003 23979 2000 1996 11573 2313 2029 2950 2308 14070 20676 4256 6550 1025 2336 1998 3360 13002 5177 1998 3558 6905 1010 2164 4424 6905 1010 2013 2155 2372 1025 8244 2040 2513 2013 1057 1012 1055 1012 2162 1011 2437 2007 19637 2094 1025 3287 1998 2931 13376 3005 2591 3036 6666 3685 2562 2039 2007 4803 28206 1025 2945 2007 2336 2040 3325 12163 2030 9313 2966 22944 2015 1998 3685 3477 2037 28206 2030 14344,0,0.5160231590270996
"I posted this earlier, but it got removed.  I guess the liberal elite doesn't like the fact that there are gay conservatives out there.  So here goes again.

I am gay, male conservative.  The only apology I am interested in is one for taking money out of my pocket each and every paycheck to pay for a liberal agenda intent on making us wards of the state.  Repeat after me Mr. P.M.:

""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""
""I apologize for spending your money on my liberal agenda.""

Just because you are liberal doesn't mean this comment isn't valid!",1045 6866 2023 3041 1010 2021 2009 2288 3718 1012 1045 3984 1996 4314 7069 2987 1005 1056 2066 1996 2755 2008 2045 2024 5637 11992 2041 2045 1012 2061 2182 3632 2153 1012 1045 2572 5637 1010 3287 4603 1012 1996 2069 12480 1045 2572 4699 1999 2003 2028 2005 2635 2769 2041 1997 2026 4979 2169 1998 2296 3477 5403 3600 2000 3477 2005 1037 4314 11376 7848 2006 2437 2149 11682 1997 1996 2110 1012 9377 2044 2033 2720 1012 1052 1012 1049 1012 1024 1000 1045 12134 2005 5938 2115 2769 2006 2026 4314 11376 1012 1000 1000 1045 12134 2005 5938 2115 2769 2006 2026 4314 11376 1012 1000 1000 1045 12134 2005 5938 2115 2769 2006 2026 4314 11376 1012,0,0.2756960391998291
"You are so sad.  You are giving Callista an open mindedness you never give any self honest gay man. She is a publicly self confirmed adulteress.  Last I checked Jesus was not too keen on heterosexual adultery but said not one word about sexual relationships outside of heterosexuals.

Why would Callista have any statement in favor of polygamy when she never admitted her existence to Newt's wife of the moment? Your double standards are laughable at times, but mostly just very sad.",2017 2024 2061 6517 1012 2017 2024 3228 2655 11921 2019 2330 13128 2791 2017 2196 2507 2151 2969 7481 5637 2158 1012 2016 2003 1037 7271 2969 4484 4639 18702 2015 1012 2197 1045 7039 4441 2001 2025 2205 10326 2006 28229 29169 2021 2056 2025 2028 2773 2055 4424 6550 2648 1997 28229 2015 1012 2339 2052 2655 11921 2031 2151 4861 1999 5684 1997 26572 22864 2100 2043 2016 2196 4914 2014 4598 2000 25597 1005 1055 2564 1997 1996 2617 1029 2115 3313 4781 2024 4756 3085 2012 2335 1010 2021 3262 2074 2200 6517 1012,1,0.707431972026825
"I thought Lemieux was extremely well spoken (and bilingual) in the debate, but I don't know much about him.  Went to his website and there's very little there.  He appears to have anti-abortion and anti-gay rights views, but wondering if these would be policy influencers or if he intends to cast them aside from a governing perspective (similar to Harper or Brown in Ontario).",1045 2245 3393 9856 5602 2001 5186 2092 5287 1006 1998 17636 1007 1999 1996 5981 1010 2021 1045 2123 1005 1056 2113 2172 2055 2032 1012 2253 2000 2010 4037 1998 2045 1005 1055 2200 2210 2045 1012 2002 3544 2000 2031 3424 1011 11324 1998 3424 1011 5637 2916 5328 1010 2021 6603 2065 2122 2052 2022 3343 3747 2869 2030 2065 2002 18754 2000 3459 2068 4998 2013 1037 8677 7339 1006 2714 2000 8500 2030 2829 1999 4561 1007 1012,0,0.19128917157649994
Sounds like you're one of those loons that thinks a judge shouldn't rule in gay marriage until you know their sexuality.,4165 2066 2017 1005 2128 2028 1997 2216 8840 5644 2008 6732 1037 3648 5807 1005 1056 3627 1999 5637 3510 2127 2017 2113 2037 13798 1012,0,0.6422331929206848
All speculation designed to convince the gullible that homosexual behaviour is perfectly normal and natural.,2035 12143 2881 2000 8054 1996 19739 6894 3468 2008 15667 9164 2003 6669 3671 1998 3019 1012,1,0.656048059463501
"Ruse says nothing that is not empirically  true and obvious from Martin's own writings, speeches and conduct, i.e. his life's work. And if Ruse as a ""fixation"" on gay people, just what exactly does Martin have? A passing casual interest?",26307 2758 2498 2008 2003 2025 17537 2135 2995 1998 5793 2013 3235 1005 1055 2219 7896 1010 13867 1998 6204 1010 1045 1012 1041 1012 2010 2166 1005 1055 2147 1012 1998 2065 26307 2004 1037 1000 8081 3370 1000 2006 5637 2111 1010 2074 2054 3599 2515 3235 2031 1029 1037 4458 10017 3037 1029,0,0.28687432408332825
"If you're correct, I guess Hell and or Purgatory will be filled with bishops, other popes, and, of course, the homosexual priests who engaged in the pedophilia/ephebophilia.  Right? 
I guess you disagree with Pope Francis because Francis canonized JPII, which ipso facto means that the Church proclaims that by virtue of being a canonized Saint he is already in Heaven.",2065 2017 1005 2128 6149 1010 1045 3984 3109 1998 2030 16405 28921 7062 2097 2022 3561 2007 8414 1010 2060 4831 2015 1010 1998 1010 1997 2607 1010 1996 15667 8656 2040 5117 1999 1996 21877 3527 21850 6632 1013 4958 5369 5092 21850 6632 1012 2157 1029 1045 3984 2017 21090 2007 4831 4557 2138 4557 9330 3550 16545 6137 1010 2029 12997 6499 13743 2965 2008 1996 2277 4013 25154 2015 2008 2011 11870 1997 2108 1037 9330 3550 3002 2002 2003 2525 1999 6014 1012,0,0.3478084206581116
"We would never be having this discussion had a male homosexual been predatory with a male employee. 
Also, are female homosexuals feared less lecherous with same-gender students than male homosexuals are feared and suspected to be with the boys. Fear of lechery is the discriminatory caution always raised with teaching appointments of these people, warranted or not, especially in public schools.
What is an openly homosexual female doing in a place where an openly homosexual male could never be tolerated after such a stupid mistake of judgement? Don't mess with the help!",2057 2052 2196 2022 2383 2023 6594 2018 1037 3287 15667 2042 21659 2007 1037 3287 7904 1012 2036 1010 2024 2931 15667 2015 8615 2625 3393 7474 3560 2007 2168 1011 5907 2493 2084 3287 15667 2015 2024 8615 1998 6878 2000 2022 2007 1996 3337 1012 3571 1997 3393 7474 2100 2003 1996 5860 20026 28230 14046 2467 2992 2007 4252 14651 1997 2122 2111 1010 10943 2098 2030 2025 1010 2926 1999 2270 2816 1012 2054 2003 2019 10132 15667 2931 2725 1999 1037 2173 2073 2019 10132 15667 3287 2071 2196 2022 25775 2044 2107 1037 5236 6707 1997 16646 1029 2123 1005 1056 6752 2007 1996 2393 999,1,0.7734310030937195
"Now I know you're not being disingenuous. You're actually making things up. The Oxford, Merriam-Webster, Vocabulary.com, and Cambridge dictionaries all refer to apartheid via the specific example of South Africa. Merriam-Webster: ""racial segregation; specifically a former policy of segregation and political and economic discrimination against non-European groups in the Republic of South Africa."" And if you're willing to broaden your mind past a one sentence definition, you can consult Wikipedia for how the system was administered by a white minority over a black majority in that country. 

Discrimination of one form or another exists in every nation. You complain that Sharia law discriminates against homosexuals. So does the law in the USA, and until very recently Canada. Does that mean that the US is an apartheid state? No. Homosexuals in the US aren't segregated or politically discriminated against. They are however discriminated against by the state in other ways.",2085 1045 2113 2017 1005 2128 2025 2108 4487 7741 2368 8918 1012 2017 1005 2128 2941 2437 2477 2039 1012 1996 4345 1010 21442 25557 1011 11635 1010 16188 1012 4012 1010 1998 4729 4487 7542 12086 2035 6523 2000 17862 3081 1996 3563 2742 1997 2148 3088 1012 21442 25557 1011 11635 1024 1000 5762 18771 1025 4919 1037 2280 3343 1997 18771 1998 2576 1998 3171 9147 2114 2512 1011 2647 2967 1999 1996 3072 1997 2148 3088 1012 1000 1998 2065 2017 1005 2128 5627 2000 5041 2368 2115 2568 2627 1037 2028 6251 6210 1010 2017 2064 23363 16948 2005 2129 1996 2291 2001 8564 2011 1037 2317 7162 2058 1037 2304 3484 1999 2008 2406 1012 9147 1997 2028 2433,0,0.2707202136516571
"They never found a gay gene.  They did find that a process called Epigenesis happens in the womb and their may be a genetic reason for it, but the process is not determined by genes, but it is when people become gay.",2027 2196 2179 1037 5637 4962 1012 2027 2106 2424 2008 1037 2832 2170 4958 29206 19009 6433 1999 1996 26578 1998 2037 2089 2022 1037 7403 3114 2005 2009 1010 2021 1996 2832 2003 2025 4340 2011 9165 1010 2021 2009 2003 2043 2111 2468 5637 1012,0,0.47424575686454773
"Yes,  I'm sure that a bunch of gay guys knowing that one another are gay would make it much easier to remain chaste /sarc.  And from those whom I've spoken with in the priesthood, there's very little homophobia and very little hiding of homosexuality in the seminaries.  Ask a Jesuit.",2748 1010 1045 1005 1049 2469 2008 1037 9129 1997 5637 4364 4209 2008 2028 2178 2024 5637 2052 2191 2009 2172 6082 2000 3961 15775 13473 1013 18906 2278 1012 1998 2013 2216 3183 1045 1005 2310 5287 2007 1999 1996 17911 1010 2045 1005 1055 2200 2210 24004 24920 1998 2200 2210 6318 1997 15949 1999 1996 18014 3111 1012 3198 1037 13840 1012,0,0.5398144721984863
"Thank you for the apology.  The fact that John Doyle didn't know Mr. Levy was gay, and further didn't know that ""fey"" was a age-old homophobic slur, makes the point that he is out of touch with the world in which he is charged with critiquing.  It's time for new blood.",4067 2017 2005 1996 12480 1012 1996 2755 2008 2198 11294 2134 1005 1056 2113 2720 1012 12767 2001 5637 1010 1998 2582 2134 1005 1056 2113 2008 1000 23864 1000 2001 1037 2287 1011 2214 24004 20200 22889 3126 1010 3084 1996 2391 2008 2002 2003 2041 1997 3543 2007 1996 2088 1999 2029 2002 2003 5338 2007 13675 25090 12519 2290 1012 2009 1005 1055 2051 2005 2047 2668 1012,0,0.5992792844772339
"Ah SD, do I see elitism hiding here?  Trump supporters are stupid and gullible and believe fake news while liberals see the truth?  This kind of thinking is beneath you.  When I look at what passed for news regarding Trump with virtually all the liberal media pumping out nonsense about how unstable, lecherous, and outright stupid he is, I see another kind of fake news.  Most of us Trump supporters do not believe ""Joan Rivers was killed for outing Obama as gay and Michelle as a transgender man"" -like stories.  But there are common-sense-deprived people all across the political spectrum.  To suggest that more of them support Trump requires substantiation that is lacking - at least if you live up to your name.",6289 17371 1010 2079 1045 2156 12005 17456 6318 2182 1029 8398 6793 2024 5236 1998 19739 6894 3468 1998 2903 8275 2739 2096 13350 2156 1996 3606 1029 2023 2785 1997 3241 2003 4218 2017 1012 2043 1045 2298 2012 2054 2979 2005 2739 4953 8398 2007 8990 2035 1996 4314 2865 14107 2041 14652 2055 2129 14480 1010 3393 7474 3560 1010 1998 13848 5236 2002 2003 1010 1045 2156 2178 2785 1997 8275 2739 1012 2087 1997 2149 8398 6793 2079 2025 2903 1000 7437 5485 2001 2730 2005 26256 8112 2004 5637 1998 9393 2004 1037 16824 2158 1000 1011 2066 3441 1012 2021 2045 2024 2691 1011 3168 1011 17676 2111 2035 2408 1996 2576 8674 1012 2000 6592 2008 2062,1,0.5498043894767761
"Thank you, Brem. This discussion seems to be getting ridiculous. I thought Mike Pence's comments were just nutty, and am really surprised to see so many others thinking like him. Do people really have so little self-control in the workplace? And understanding that not everyone is heterosexual, does this mean that gay men should avoid work meetings with other men, or lesbians with other women? Interactions with difficult people and difficult issues at work are challenging enough - do they really have to be even more complicated because people don't want to control their urges?",4067 2017 1010 7987 6633 1012 2023 6594 3849 2000 2022 2893 9951 1012 1045 2245 3505 7279 3401 1005 1055 7928 2020 2074 17490 3723 1010 1998 2572 2428 4527 2000 2156 2061 2116 2500 3241 2066 2032 1012 2079 2111 2428 2031 2061 2210 2969 1011 2491 1999 1996 16165 1029 1998 4824 2008 2025 3071 2003 28229 1010 2515 2023 2812 2008 5637 2273 2323 4468 2147 6295 2007 2060 2273 1010 2030 11690 2015 2007 2060 2308 1029 10266 2007 3697 2111 1998 3697 3314 2012 2147 2024 10368 2438 1011 2079 2027 2428 2031 2000 2022 2130 2062 8552 2138 2111 2123 1005 1056 2215 2000 2491 2037 23876 1029,0,0.3000648617744446
"I do not like Blaize Cupich anymore than you do---but your comment is a little extreme even for me. ""That is why so many dioceses, e.g. Boston, have had homosexual ordinaries for as long as 120 years..."" With all due respect--that is a bit conspiracy theorist for my tastes.  

I am not sure how much JPII actually directly considered American bishop appointments.  A lot of people tell me that the liberal nutters like Mahoney, Clark (Rochester) and Bernadine (for example) were the result of the nutter Apostolic Nuncio at the time not JPII.  If you think about it, how much is the pope actually going to be directly involved in the selection of a bishop? He is going to reply on advice from nuncios.",1045 2079 2025 2066 1038 19771 4371 2452 7033 4902 2084 2017 2079 1011 1011 1011 2021 2115 7615 2003 1037 2210 6034 2130 2005 2033 1012 1000 2008 2003 2339 2061 2116 26586 1010 1041 1012 1043 1012 3731 1010 2031 2018 15667 2030 18979 5134 2005 2004 2146 2004 6036 2086 1012 1012 1012 1000 2007 2035 2349 4847 1011 1011 2008 2003 1037 2978 9714 24241 2005 2026 16958 1012 1045 2572 2025 2469 2129 2172 16545 6137 2941 3495 2641 2137 3387 14651 1012 1037 2843 1997 2111 2425 2033 2008 1996 4314 17490 7747 2066 5003 27406 2100 1010 5215 1006 10541 1007 1998 16595 17190 2638 1006 2005 2742 1007 2020 1996 2765 1997 1996 17490 3334 11815 16634 9793,0,0.2381417602300644
"""Do you see the problem with forcing people to do things that you think are good? Other people might consider those activities to be wrong.""

You argue in favor of people being court ordered to AA. Apply your comment to that.

""United Way supports many organizations that we object to as immoral.""

Granted, Planned Parenthood founder Margaret Sanger was credited with the quote ""the weak and unfit are an unnecessary burden on society""--the very definition of socio-economic eugenics--and there is far too much incense being burned to Ayn Rand and Herbert Spencer in this country. Yet God created the male anatomy in such a way (sexual glands in the nether regions) for it to be pleasurable to receive an*l sex (thus Randy Shilts referred to San Francisco as ""the city of bottoms"", explaining the majority of gay men like to be on bottom (!)). Yet what does that have to do with procreation? So then why did God create males that way--in order to categorize such immoral?",1000 2079 2017 2156 1996 3291 2007 6932 2111 2000 2079 2477 2008 2017 2228 2024 2204 1029 2060 2111 2453 5136 2216 3450 2000 2022 3308 1012 1000 2017 7475 1999 5684 1997 2111 2108 2457 3641 2000 9779 1012 6611 2115 7615 2000 2008 1012 1000 2142 2126 6753 2116 4411 2008 2057 4874 2000 2004 10047 22049 1012 1000 4379 1010 3740 6687 9021 3910 5545 6369 2121 2001 5827 2007 1996 14686 1000 1996 5410 1998 29439 2024 2019 14203 10859 2006 2554 1000 1011 1011 1996 2200 6210 1997 17522 1011 3171 29273 6558 1011 1011 1998 2045 2003 2521 2205 2172 28647 2108 5296 2000 1037 6038 14566 1998 7253 7084 1999 2023 2406 1012 2664 2643 2580 1996 3287,0,0.2562409043312073
"Xavier: I see.....the White Supremacist/White Nationalist movement is former President Obama's fault......If that @!#$ Obama had just been willing to ""stay in his place"", it wouldn't be necessary to advance White Supremacy......yes indeed.  If racial and ethnic minorities, if women, if LGBT individuals, if any disenfranchised minority had been willing to just ""stay in their place"" it wouldn't be necessary to work to shove them back into ""their place.""  Thanks, Xavier,  I think I'm starting to understand.  Let's re-segregate the schools and all other public services; let's reinstate laws against inter-racial marriage, let's take the vote away from women, let's push gays back into the closet and lock the door, let's disenfranchize Latino voters, and then we can have a peaceful, white-male heterosexual dominated America....we can really ""Make America Great Again."" .....Hallelujah, I've seen the light.    Gary Crum",10062 1024 1045 2156 1012 1012 1012 1012 1012 1996 2317 10514 28139 22911 2923 1013 2317 8986 2929 2003 2280 2343 8112 1005 1055 6346 1012 1012 1012 1012 1012 1012 2065 2008 1030 999 1001 1002 8112 2018 2074 2042 5627 2000 1000 2994 1999 2010 2173 1000 1010 2009 2876 1005 1056 2022 4072 2000 5083 2317 22006 1012 1012 1012 1012 1012 1012 2748 5262 1012 2065 5762 1998 5636 14302 1010 2065 2308 1010 2065 12010 3633 1010 2065 2151 4487 5054 27843 12680 5084 7162 2018 2042 5627 2000 2074 1000 2994 1999 2037 2173 1000 2009 2876 1005 1056 2022 4072 2000 2147 2000 14738 2068 2067 2046 1000 2037 2173 1012 1000 4283 1010 10062 1010 1045 2228,0,0.2521597743034363
"Sanctioned by who? A God? A quorum? Politicians? Religious leaders? 
Homosexuality, and the inevitable relationships, have been an honored part of human history since the dawn of time.
Two-spirited people held prominence because of their abilities to see the male and female side of a conflict. They were revered counsellors and judges. They still are.
The Christian church performed and, ready for it, sanctioned homosexual marriages quite freely until the 15 th Century. 
The Jesus that Prevo has built his entire faith on never once, not one single time, mentioned homosexuality. He did speak of love - the kind that puts everyone before you. The kind that demands sacrifices of oh, expensive homes, palatial churches, jets, cars etc. 
Your flip ""explain away"" reply suggests to me you are already camped on a heap of ""truth"" you've been fed every Sunday without taking up the challenge to study and ask the hard questions. A pity.",14755 2011 2040 1029 1037 2643 1029 1037 22035 6824 1029 8801 1029 3412 4177 1029 15949 1010 1998 1996 13418 6550 1010 2031 2042 2019 8686 2112 1997 2529 2381 2144 1996 6440 1997 2051 1012 2048 1011 24462 2111 2218 12144 2138 1997 2037 7590 2000 2156 1996 3287 1998 2931 2217 1997 1037 4736 1012 2027 2020 23886 9517 10626 2015 1998 6794 1012 2027 2145 2024 1012 1996 3017 2277 2864 1998 1010 3201 2005 2009 1010 14755 15667 12743 3243 10350 2127 1996 2321 16215 2301 1012 1996 4441 2008 3653 6767 2038 2328 2010 2972 4752 2006 2196 2320 1010 2025 2028 2309 2051 1010 3855 15949 1012 2002 2106 3713 1997 2293 1011 1996 2785 2008 8509 3071 2077,0,0.28937652707099915
"You're nuts. If you had ever spent any time in a high school after having graduated you would know that there are a number of gay kids in every school. They didn't choose to be, it's not a 'lifestyle."" Mitigating their health problems as cited in the article, depends on adults becoming smarter and more supportive. Generally, kids are pretty accepting, it's the grown-ups like you who make life difficult for these children.",2017 1005 2128 12264 1012 2065 2017 2018 2412 2985 2151 2051 1999 1037 2152 2082 2044 2383 3852 2017 2052 2113 2008 2045 2024 1037 2193 1997 5637 4268 1999 2296 2082 1012 2027 2134 1005 1056 5454 2000 2022 1010 2009 1005 1055 2025 1037 1005 9580 1012 1000 10210 13340 3436 2037 2740 3471 2004 6563 1999 1996 3720 1010 9041 2006 6001 3352 25670 1998 2062 16408 1012 3227 1010 4268 2024 3492 10564 1010 2009 1005 1055 1996 4961 1011 11139 2066 2017 2040 2191 2166 3697 2005 2122 2336 1012,0,0.3127349615097046
"Not surprised at all too see the violence initiated by the pro-Sharia law crowd. It's the only response they know.

Women's rights and homosexual rights cannot cannot coexist with Muslim culture. Violent confrontations like yesterday clearly show where people stand.",2025 4527 2012 2035 2205 2156 1996 4808 7531 2011 1996 4013 1011 21146 4360 2375 4306 1012 2009 1005 1055 1996 2069 3433 2027 2113 1012 2308 1005 1055 2916 1998 15667 2916 3685 3685 24873 9048 3367 2007 5152 3226 1012 6355 13111 2015 2066 7483 4415 2265 2073 2111 3233 1012,0,0.5305210947990417
"""And if SCOTUS sides with Masterpiece Bakery, the conservative Christian viewpoint will prevail over other religions in matters of how the law treats gay people.""
=============
And if SCOTUS rules against Masterpiece Bakery, you really and honestly think the ruling would ""side with true justice, the American way, and everything that is great about being an American?""
-
No, because even I will admit that regardless of how the SCOTUS rules, it is going to make some people really happy, and it will make some people really sad.
-
But that doesn't bother you anymore than it bothers me.....""as long as we are the ones who are happy and not the ones who are sad.""
-
So cut any ""we can all win if SCOTUS rules the right way"" ideology....because we are not ""all"" going to win. Someone is going to lose.....and you want Conservative Christianity to lose.....and Atheism, Secularism, and Humanism to win.....one ""religious"" ideology to lose and another ""religious"" ideology to win. 
-",1000 1998 2065 8040 4140 2271 3903 2007 17743 18112 1010 1996 4603 3017 21386 2097 3653 3567 4014 2058 2060 11822 1999 5609 1997 2129 1996 2375 18452 5637 2111 1012 1000 1027 1027 1027 1027 1027 1027 1027 1027 1027 1027 1027 1027 1027 1998 2065 8040 4140 2271 3513 2114 17743 18112 1010 2017 2428 1998 9826 2228 1996 6996 2052 1000 2217 2007 2995 3425 1010 1996 2137 2126 1010 1998 2673 2008 2003 2307 2055 2108 2019 2137 1029 1000 1011 2053 1010 2138 2130 1045 2097 6449 2008 7539 1997 2129 1996 8040 4140 2271 3513 1010 2009 2003 2183 2000 2191 2070 2111 2428 3407 1010 1998 2009 2097 2191 2070 2111 2428 6517 1012 1011 2021 2008 2987,0,0.23137444257736206
